Merchant ID,Merchant Name,Payment Method,Transaction ID,Transaction Type,Status,Transaction Time,Order ID,Amount,Currency,POS ID,Scheme,Execution Time,Country Code,Original Amount,Original Currency,Settlement ID,Order Description,Order Detail Description,Sub Merchant ID
1604896139,Study Mode,VISA,1211033212,Debit,Settled,2015-03-26 19:33:31.834,311104617801427394694,24.95,BRL,R,,,,24.95,BRL,1141031840,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Boleto,1211033253,Debit,Settled,2015-03-26 19:39:36.815,311104617901427395168,24.95,BRL,R,,,,24.95,BRL,1141031839,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,VISA,1142191467,Credit,Settled,2015-03-27 19:27:13.599,311104617801427394694,-5.00,BRL,R,,,,-5.00,BRL,1141031840,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,VISA,1142192529,Credit,Settled,2015-03-27 22:35:11.542,311104617801427394694,-2.00,BRL,R,,,,-2.00,BRL,1141031840,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MASTERCARD,1142197323,Debit,Settled,2015-03-28 00:37:00.396,317455108001427499339,7.45,BRL,R,,,,7.45,BRL,1141031840,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1211120200,Debit,Settled,2015-04-01 01:09:55.075,317510009201427843309,14.90,BRL,R,,,,14.90,BRL,1141031840,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MASTERCARD,1211126004,Debit,Settled,2015-04-01 01:15:45.994,36405622101427843583,24.95,BRL,R,,,,24.95,BRL,1141031840,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Boleto,1211128537,Debit,Settled,2015-04-01 01:21:42.88,317510249201427844082,14.90,BRL,R,,,,14.90,BRL,1141031839,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1211128553,Debit,Settled,2015-04-01 01:25:47.107,317510314901427844197,14.90,BRL,R,,,,14.90,BRL,1141031840,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1211128567,Debit,Settled,2015-04-01 01:29:43.6,317509242101427844441,14.90,BRL,R,,,,14.90,BRL,1141031840,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1211128569,Debit,Settled,2015-04-01 01:29:52.93,317509888601427844455,14.90,BRL,R,,,,14.90,BRL,1141031840,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MASTERCARD,1142290226,Debit,Settled,2015-04-01 01:29:58.992,317510325401427844515,14.90,BRL,R,,,,14.90,BRL,1141031840,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1142290249,Debit,Settled,2015-04-01 01:36:43.954,311960929501427844964,7.45,BRL,R,,,,7.45,BRL,1141031840,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1142290257,Debit,Settled,2015-04-01 01:39:46.104,317510416901427845066,14.90,BRL,R,,,,14.90,BRL,1141031840,R$14,90 faturado mensalmente. Planos mais populares.,,
