Merchant ID,Merchant Name,Payment Method,Transaction ID,Transaction Type,Status,Transaction Time,Order ID,Amount,Currency,POS ID,Scheme,Execution Time,Country Code,Original Amount,Original Currency,Settlement ID,Order Description,Order Detail Description,Sub Merchant ID
1604896139,Study Mode,Visa,1211323774,Debit,settled,2015-04-10 15:09:42.418,36495354501428671269,24.95,BRL,R,,,,24.95,BRL,1141043200,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1211326463,Debit,settled,2015-04-10 17:50:57.897,317652800801428680610,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211337431,Debit,settled,2015-04-10 21:05:43.047,317655630701428692703,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142491466,Debit,settled,2015-04-10 23:11:45.108,317657236001428700259,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211340890,Debit,settled,2015-04-11 03:02:56.126,317659674701428714048,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211346987,Debit,settled,2015-04-11 15:03:21.864,315033976001428757358,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142511459,Debit,settled,2015-04-11 15:54:40.989,317663622701428760364,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142513602,Debit,settled,2015-04-11 17:01:29.799,317638914101428764433,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211351264,Debit,settled,2015-04-11 17:55:02.705,317664858101428767419,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211350930,Debit,settled,2015-04-11 18:05:33.287,315522641201428768088,49.90,BRL,R,,,,49.90,BRL,1141043200,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1142514352,Debit,settled,2015-04-11 18:31:56.735,312133114201428769842,7.45,BRL,R,,,,7.45,BRL,1141043200,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142513925,Debit,settled,2015-04-11 19:26:54.984,314214196201428772863,7.45,BRL,R,,,,7.45,BRL,1141043200,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211353627,Debit,settled,2015-04-11 19:36:07.015,317665807001428773632,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211355279,Debit,settled,2015-04-11 20:43:25.219,313343937201428777706,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142515065,Debit,settled,2015-04-11 21:23:42.198,317543090201428780147,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142516046,Debit,settled,2015-04-11 22:28:19.553,36549716301428784023,24.95,BRL,R,,,,24.95,BRL,1141043200,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1211358664,Debit,settled,2015-04-11 23:31:49.836,317669282501428787862,49.90,BRL,R,,,,49.90,BRL,1141043200,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1211359768,Debit,settled,2015-04-12 00:37:50.017,317669994401428791763,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142520095,Debit,settled,2015-04-12 14:13:50.102,317675095301428840775,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211366720,Debit,settled,2015-04-12 14:18:38.649,317675172401428840961,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211368753,Debit,settled,2015-04-12 16:16:43.919,317676097901428848130,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142521412,Debit,settled,2015-04-12 16:34:34.623,317676555101428849192,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142521937,Debit,settled,2015-04-12 18:11:33.248,313042933101428855033,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211370722,Debit,settled,2015-04-12 18:42:18.199,317678667401428856805,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211371634,Debit,settled,2015-04-12 19:15:47.911,317679205901428858884,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211373784,Debit,settled,2015-04-12 21:50:26.945,317543944001428868140,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211374334,Debit,settled,2015-04-12 22:37:53.151,317683683101428870965,49.90,BRL,R,,,,49.90,BRL,1141043200,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1211375811,Debit,settled,2015-04-12 23:25:26.213,310733816001428873743,49.90,BRL,R,,,,49.90,BRL,1141043200,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1142524794,Debit,settled,2015-04-12 23:59:21.628,315554566601428875888,24.95,BRL,R,,,,24.95,BRL,1141043200,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1142524838,Debit,settled,2015-04-13 00:03:42.218,317685429401428876122,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211376257,Debit,settled,2015-04-13 00:08:26.598,317685072101428875489,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211376579,Debit,settled,2015-04-13 00:42:53.023,317686206701428878485,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211379223,Debit,settled,2015-04-13 03:03:57.943,317683842101428886849,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211380571,Debit,settled,2015-04-13 05:01:24.034,317690636501428894022,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211380893,Debit,settled,2015-04-13 07:08:17.236,317687051801428901607,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211382537,Debit,settled,2015-04-13 12:31:47.452,317694698801428921027,49.90,BRL,R,,,,49.90,BRL,1141043200,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Visa,1211382888,Debit,settled,2015-04-13 13:16:14.773,317592749501428923705,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142530339,Debit,settled,2015-04-13 13:57:38.354,317689855601428926113,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142529248,Debit,settled,2015-04-13 14:00:42.661,317695249901428925837,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211386041,Debit,settled,2015-04-13 15:58:58.015,317696751701428933442,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1211386609,Debit,settled,2015-04-13 16:20:32.101,317697381101428934679,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211388006,Debit,settled,2015-04-13 17:47:50.427,317698090001428940029,49.90,BRL,R,,,,49.90,BRL,1141043200,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MasterCard,1211389053,Debit,settled,2015-04-13 18:49:53.397,317683160801428943705,14.90,BRL,R,,,,14.90,BRL,1141043200,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1211390183,Debit,settled,2015-04-13 20:24:05.447,317069689601428949378,7.45,BRL,R,,,,7.45,BRL,1141043200,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,Visa,1142533310,Debit,settled,2015-04-13 22:55:32.102,315635536001428958501,7.45,BRL,R,,,,7.45,BRL,1141043200,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MasterCard,1142534598,Debit,settled,2015-04-13 23:03:28.692,317705766701428958971,49.90,BRL,R,,,,49.90,BRL,1141043200,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
