Merchant ID,Merchant Name,Payment Method,Transaction ID,Transaction Type,Status,Transaction Time,Order ID,Amount,Currency,POS ID,Scheme,Execution Time,Country Code,Original Amount,Original Currency,Settlement ID,Order Description,Order Detail Description,Sub Merchant ID
1604896139,Study Mode,MASTERCARD,1211177567,Debit,Settled,2015-04-03 08:23:17.463,317535472601428042067,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1211178001,Debit,Settled,2015-04-03 10:02:02.111,317535863501428048038,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1211178081,Debit,Settled,2015-04-03 11:24:12.522,317536213301428052803,49.90,BRL,R,,,,49.90,BRL,1141035312,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Hipercard,1211178591,Debit,Settled,2015-04-03 13:07:17.64,37236375701428059093,7.45,BRL,R,,,,7.45,BRL,1141035312,R$7,45 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MASTERCARD,1211178735,Debit,Settled,2015-04-03 13:27:39.524,317536568801428060393,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MASTERCARD,1211178787,Debit,Settled,2015-04-03 13:33:51.887,310267658801428060756,24.95,BRL,R,,,,24.95,BRL,1141035312,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,Hipercard,1142360189,Debit,Settled,2015-04-03 13:41:08.158,317536611101428061211,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1211178884,Debit,Settled,2015-04-03 13:43:38.543,317536602401428061346,49.90,BRL,R,,,,49.90,BRL,1141035312,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,VISA,1142360223,Debit,Settled,2015-04-03 13:50:56.885,316237850501428061774,24.95,BRL,R,,,,24.95,BRL,1141035312,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,VISA,1211178972,Debit,Settled,2015-04-03 13:53:17.285,316776511901428061834,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MASTERCARD,1211179530,Debit,Settled,2015-04-03 13:59:49.51,314249059801428062236,49.90,BRL,R,,,,49.90,BRL,1141035312,R$49,90 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,VISA,1142359571,Debit,Settled,2015-04-03 14:06:27.582,312045678301428062718,24.95,BRL,R,,,,24.95,BRL,1141035312,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MASTERCARD,1142359573,Debit,Settled,2015-04-03 14:06:59.503,314874398701428062671,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MASTERCARD,1211179177,Debit,Settled,2015-04-03 14:13:44.946,317515618601428063118,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1142359590,Debit,Settled,2015-04-03 14:15:00.81,36625528401428063235,24.95,BRL,R,,,,24.95,BRL,1141035312,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,VISA,1211179198,Debit,Settled,2015-04-03 14:17:33.854,317536712801428063290,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1142359633,Debit,Settled,2015-04-03 15:00:08.367,317536871201428065367,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,VISA,1142359637,Debit,Settled,2015-04-03 15:02:47.877,316740220001428066089,24.95,BRL,R,,,,24.95,BRL,1141035312,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MASTERCARD,1211180151,Debit,Settled,2015-04-03 15:03:06.294,317339437001428066070,24.95,BRL,R,,,,24.95,BRL,1141035312,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MASTERCARD,1211180191,Debit,Settled,2015-04-03 15:06:01.89,317536833701428066191,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MASTERCARD,1211180603,Debit,Settled,2015-04-03 15:33:31.61,313940734501428067932,24.95,BRL,R,,,,24.95,BRL,1141035312,R$24,95 por semestre (6 meses). Cobrança única. Melhor custo-benefício.,,
1604896139,Study Mode,MASTERCARD,1211180836,Debit,Settled,2015-04-03 15:49:12.611,317536648301428068773,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
1604896139,Study Mode,MASTERCARD,1211180975,Debit,Settled,2015-04-03 15:56:26.65,317537256701428069275,14.90,BRL,R,,,,14.90,BRL,1141035312,R$14,90 faturado mensalmente. Planos mais populares.,,
